tweet_text;Sentiment
"Penyebab Hepatitis Akut Pada Anak Bukan Vaksinasi Covid-19
IKN Cerminan Bangsa https://t.co/8eGXhlUlNL";negative
IKN Cerminan Bangsa - Tidak ada penelitian yang menyatakan Hepatitis akut berasal dari vaksin Covid-19 https://t.co/UtdvcsdTiT;negative
IKN Cerminan Bangsa - Pemerintah melonggarkan aturan masker, tapi Kemenkes sarankan tetap gunakan masker demi hindari penyebaran hepatitis akut https://t.co/sDgmyBR64M;negative
"Vaksin Covid Telah Teruji & Terjamin Aman Serta Sertifikasi MUI. Tidak Ada Kaitan Hepatitis Akut

IKN Cerminan Bangsa https://t.co/UfUnQY4A33";negative
"Vaksin Covid Telah Teruji & Terjamin Aman Serta Sertifikasi MUI. Tidak Ada Kaitan Hepatitis Akut

IKN Cerminan Bangsa https://t.co/SkqzCGV0e8";negative
"Vaksin Covid Telah Teruji & Terjamin Aman Serta Sertifikasi MUI. Tidak Ada Kaitan Hepatitis Akut

IKN Cerminan Bangsa https://t.co/VjJOzlGDWB";negative
"Vaksin Covid Telah Teruji & Terjamin Aman Serta Sertifikasi MUI. Tidak Ada Kaitan Hepatitis Akut

IKN Cerminan Bangsa https://t.co/4mfZ4dkqnP";negative
"Vaksin Covid Telah Teruji & Terjamin Aman Serta Sertifikasi MUI. Tidak Ada Kaitan Hepatitis Akut

IKN Cerminan Bangsa https://t.co/Lm1xn3p2ic";negative
"Vaksin Covid Telah Teruji & Terjamin Aman Serta Sertifikasi MUI. Tidak Ada Kaitan Hepatitis Akut

IKN Cerminan Bangsa https://t.co/0YZmi4ZLPl";negative
IKN Cerminan Bangsa - Tidak ada penelitian yang menyatakan Hepatitis akut berasal dari vaksin Covid-19 https://t.co/iSgrIMk8BK;negative
IKN Cerminan Bangsa - Pemerintah melonggarkan aturan masker, tapi Kemenkes sarankan tetap gunakan masker demi hindari penyebaran hepatitis akut https://t.co/jLenjjPsQF;negative
IKN Cerminan Bangsa - Tidak ada penelitian yang menyatakan Hepatitis akut berasal dari vaksin Covid-19 https://t.co/lAwyfyleCQ;negative
IKN Cerminan Bangsa - Pemerintah melonggarkan aturan masker, tapi Kemenkes sarankan tetap gunakan masker demi hindari penyebaran hepatitis akut https://t.co/J4wdKuxkaH;negative
"Tidak Ada Kaitan antara Vaksinasi COVID-19 dengan Penyakit Hepatitis Akut pada Anak
https://t.co/RruknRw7Zz https://t.co/xJjLETshaU";negative
"Hepatitis akut tidak ada hubungannya dengan vaksin covid-19.
IKN Cerminan Bangsa https://t.co/SzGEgiQQfi";negative
"Penyebab hepatitis akut pada anak bukan disebabkan oleh vaksin covid-19.
IKN Cerminan Bangsa https://t.co/M3ECHTbICQ";negative
"Vaksin COVID-19 tidak ada hubungannya dengan Hepatitis akut 
IKN Cerminan Bangsa https://t.co/3knlZj0LBZ";negative
"Waspada hoaxs hepatitis akut pada balita
IKN Cerminan Bangsa https://t.co/p0ivUCJoRh";negative
"RT @KemenkesRI: #RilisSehat

6 Dugaan Penyebab Hepatitis Akut @KemenkesRI 

https://t.co/s7PgrnThIg https://t.co/bZdXqlfYHg";negative
"Tetap gunakan masker. Hindari penyebaran hepatitis akut. 
IKN Cerminan Bangsa https://t.co/Piy2ol4HvW";negative
Kemenkes sarankan tetap gunakan masker hindari penyebaran hepatitis akut. IKN Cerminan Bangsa https://t.co/TE45V402gS;negative
"Vaksin Covid Telah Teruji & Terjamin Aman Serta Sertifikasi MUI. Tidak Ada Kaitan Hepatitis Akut

IKN Cerminan Bangsa https://t.co/nIzPuXDRub";negative
"Vaksin Covid Telah Teruji & Terjamin Aman Serta Sertifikasi MUI. Tidak Ada Kaitan Hepatitis Akut

IKN Cerminan Bangsa https://t.co/yhzBtOXPSf";negative
Kemenkes sarankan tetap gunakan masker hindari penyebaran hepatitis akut. IKN Cerminan Bangsa https://t.co/BV7eC8PWSw;negative
Udah dokter langsung yang ngomong yaaa, klo gada hubungannya vaksin covid-19 sama hepatitis akut, IKN Cerminan Bangsa https://t.co/FrOWvHQTIP;negative
"Kemenkes saran tetap gunakan masker walaupun ada kelonggaran aturan dalam pemakaian masker. Hal ini bagian dari antisipasi terhadap penyebaran Hepatitis akut.
IKN Cerminan Bangsa https://t.co/kmZTj8b1Mw";negative
Penyebab hepatitis akut pada anak bukan karena vaksinasi covid-19. IKN Cerminan Bangsa https://t.co/iWYC2RUcfU;negative
Hepatitis akut pada anak bukan karena vaksin covid-19. IKN Cerminan Bangsa https://t.co/qAhYhgWnHu;negative
"Noh, baca penjelasan para ahli...
IKN Cerminan Bangsa
https://t.co/6LnG4kBvzd";negative
"Hepatitis akut pada balita disebabkan ASI dari ibu yang divaksinasi covid-19 adalah hoaks! Jangan terhasut.
IKN Cerminan Bangsa https://t.co/AERYCN4v6W";negative
RT @RoySparringa: Pandemi Covid-19 belum berlalu, kasus hepatitis akut misterius & penyakit monyet muncul menjadi perhatian dunia. Sementar…;negative
"Banyak beredar hoax mengenai hepatitis akut di Sebabkan dari Vaksin covid, 
Lah lah ini hoax macam apa ? Kok bisa vaksin malah nyebabpin penyakit, 
.
.
.IKN Cerminan Bangsa https://t.co/5MHFvkD7Ay";positive
Penyebab hepatitis akut pada anak bukan karena vaksinasi covid-19. IKN Cerminan Bangsa https://t.co/Sel96ZYMyq;negative
Hepatitis akut pada anak bukan karena vaksin covid-19. IKN Cerminan Bangsa https://t.co/7zQamw4RYE;negative
"Hepatitis akut pada balita disebabkan ASI dari ibu yang divaksinasi covid-19 adalah hoaks! Jangan terhasut.
IKN Cerminan Bangsa https://t.co/yWxBEumC8O";negative
"Isu hepatitis akut pada balita disebabkan ASI ternyata HOAX

IKN Cerminan Bangsa https://t.co/Lkzd8kAa6F";negative
"Awas Hoax Hepatitis akut pada anak di sebarkan Oleh Vaksin Covid-19 

IKN Cerminan Bangsa https://t.co/jMSNR7riec";negative
Penyebab Hepatitis akut pada anak bukan vaksinasi Covid-19. IKN Cerminan Bangsa https://t.co/FO0Lhd8nD8;negative
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";negative
Penyebab Hepatitis akut pada anak bukan vaksinasi Covid-19. IKN Cerminan Bangsa https://t.co/cFHDzd91P5;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";negative
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
RT @kumparan: Dinas Kesehatan (Dinkes) Bali mendeteksi 1 kasus pasien anak diduga mengidap penyakit hepatitis akut misterius. #kumparanNEWS…;positive
Dinas Kesehatan (Dinkes) Bali mendeteksi 1 kasus pasien anak diduga mengidap penyakit hepatitis akut misterius. #kumparanNEWS https://t.co/21vC4IKJlz;positive
"RT @MMC_IDN2: Merebak Hepatitis Akut Misterius, Bagaimana Reaksi Orangtua? | Blusukan Kru MMC

Setelah hampir 2,5 tahun belakangan ini duni…";negative
Puan menyoroti kasus hepatitis akut anak, harga pangan selama Lebaran, dan juga pemulihan ekonomi setelah pandemi Covid-19 mereda. #PuanPM;positive
Anak tersebut menjalani perawatan di RSUP Sanglah, Denpasar, sejak 15 Mei 2022. https://t.co/iLS05KDMpK;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
"@SumandoGaek @MprAldo @GratisTerbaik @StopPlandemit @_Banyoe @almagentia369 @BuKasun_Ndeso @ftrrii1 ygvterbaru hepatitis akut musterius, PMK pada terrnak sapi

#PlandemikMasihBerlanjut";positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;positive
"Hoaks Vaksin Covid 19 Menyebabkan Hepatitis Akut Pada Anak. 

IKN Cerminan Bangsa https://t.co/IXCzkYTxg5";positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";negative
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
Hepatitis Akut Masih Terbilang Minim, IKN Cerminan Bangsa https://t.co/0sx3hvFbhz;positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;negative
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
"RT @pelitabangsa45: Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatit…";positive
RT @Anggita_lung: Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Co…;positive
"Nah jelas ya vaksin covid-19 tdk ada hubungan dg hepatitis akut.

#VaksinCovidAnakAman https://t.co/QLuBTgumBn";positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;negative
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;positive
"Vaksin covid19 bukan penyebab hepatitis akut pd anak 

#VaksinCovidAnakAman https://t.co/nzy4zn1LyR";positive
RT @KangCendol_33: Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hep…;negative
"Waspada hoax ttg vaksinasi anak.
Ikatan Dokter Anak Indonesia memastikan bhwa vaksin covid-19 bukanlah penyebab hepatitis akut yg terjadi pd anak. Justru rata2 anak yg terkena hepatitis akut itu adalah anak yg blm pnh terima vaksin covid-19.

#VaksinCovidAnakAman https://t.co/o2Eain4U3Q";positive
"Rata-rata anak yg terkonfirmasi hepatitis akut misterius belum pernah menerima vaksin Covid-19 dan tdk pernah terpapar Covid-19. 
Jadi bisa dipastikan tidak berhubungan sama sekali kalau vaksin Covid-19 menyebabkan hepatitis misterius.
@jokowi Lawan Pandemi

#VaksinCovidAnakAman https://t.co/e8UFlhUZS6";negative
"Menko PMK Muhadjir Effendy meminta agar masyarakat waspada terhadap Hoax terkait vaksinasi utk anak'...terkait kasus Hepatitis Akut pihak Kemenkes telah sigap  mengambil langkah preventif maupun kuratif utk mendeteksi gejala. ??

#VaksinCovidAnakAman https://t.co/HNzgGOfZqH";negative
Bu Puan, banyak mengangkat isu-isu kontemporer yang dihadapi negara. Seperti isu ekonomi paska Covid-19 dan juga isu hepatitis akut. Kepemimpinnya tunjukan sikap peduli pada masalah bangsa.;negative
"Merebak Hepatitis Akut Misterius, Bagaimana Reaksi Orangtua? | Blusukan Kru MMC

Setelah hampir 2,5 tahun belakangan ini dunia kesehatan disibukkan dengan wabah virus Covid-19, kini masyarakat kembali dibuat waspada dengan kasus Hepatitis Akut ...

https://t.co/3P7sUNQPhA https://t.co/NFT2bfTZdY";positive
"Suspect #Hepatitis Akut Pertama di #Bali, Satu Pasien Anak Dirawat di RSUP Sanglah Denpasar

https://t.co/ewqGYvXSIm";negative
RT @NdrewsTjan: Sudah benar keputusan saya untuk pending anak2 masuk sekolah dulu. Kasus hepatitis akut yg berasal dri inggris sudah masuk…;negative
RT @detikcom: Penyakit hepatitis akut misterius yang semakin mengkhawatirkan. Begini kisah orangtua yang anaknya membutuhkan transplantasi…;positive
"Hallo Sobat Encis Sehat ?
Pada Hari Senin tanggal 23 Mei 2022 Puskesmas Cisadea melaksanakan kegiatan rutin yaitu 'Minilokakarya Bulanan'. Pertemuan ini membahas tentang permasalahan di Admen, UKM, UKP, koordinasi lintas program dan juga penjelasan tentang SKP dan Hepatitis Akut https://t.co/7nykINowC0";positive
RT @detikcom: Penyakit hepatitis akut misterius yang semakin mengkhawatirkan. Begini kisah orangtua yang anaknya membutuhkan transplantasi…;negative
Penyakit hepatitis akut misterius yang semakin mengkhawatirkan. Begini kisah orangtua yang anaknya membutuhkan transplantasi hati akibat penyakit tersebut. https://t.co/2wryHPUSLL;positive
"RT @MMC_IDN2: Merebak Hepatitis Akut Misterius, Bagaimana Reaksi Orangtua? | Blusukan Kru MMC

Setelah hampir 2,5 tahun belakangan ini duni…";negative
"RT @MMC_IDN2: Merebak Hepatitis Akut Misterius, Bagaimana Reaksi Orangtua? | Blusukan Kru MMC

Setelah hampir 2,5 tahun belakangan ini duni…";positive
Puan, banyak mengangkat isu-isu kontemporer yang dihadapi negara. Seperti isu ekonomi paska Covid-19 dan juga isu hepatitis akut. K #PuanPM;positive
"Penyebab Hepatitis Akut Misterius Mulai Terkuak, di Indonesia Perlu Penyelidikan Lanjutan

Baca selengkapnya disini
https://t.co/NnjVkmBBvF

#MataIndonesia #hepatitisakutmisterius #penyelidikan #Indonesia #penyakit";negative
https://t.co/idOjClgnWd: Waspadai Hepatitis Akut, Dirut RSUD dr. Moh. Anwar Himbau Masyarakat Sumenep Jangan Panik - https://t.co/L3YUXrwQbU https://t.co/zSt9w0kIJn;negative
"RT @KemenkesRI: #RilisSehat

6 Dugaan Penyebab Hepatitis Akut @KemenkesRI 

https://t.co/s7PgrnThIg https://t.co/bZdXqlfYHg";negative
"RT @HumasPolsekWat1: 6 Dugaan Penyebab Hepatitis Akut
https://t.co/yokyc38W5F";negative
"Merebak Hepatitis Akut Misterius, Bagaimana Reaksi Orangtua? | Blusukan Kru MMC

Setelah hampir 2,5 tahun belakangan ini dunia kesehatan disibukkan dg wabah virus Covid-19, kini masyarakat kembali dibuat waspada dengan kasus Hepatitis Akut Misterius. 

https://t.co/BMDMfMRwtn https://t.co/KiXZ9pEukG";negative
RT @lingkarmediag: DKK Kudus Sosialisasikan Cara Deteksi Hepatitis Akut https://t.co/EkiyIXfdAN;negative
"RT @news_pantau: Antisipasi Hepatitis Akut di Surabaya, Rini Eri Cahyadi Sosialisasi pada TK hingga SMP di Wilayah Kec Tandes
https://t.co/…";negative
"Antisipasi Hepatitis Akut di Surabaya, Rini Eri Cahyadi Sosialisasi pada TK hingga SMP di Wilayah Kec Tandes
https://t.co/zxatFz7nSO
https://t.co/R0Not0KyvL
https://t.co/j8hghYNaYl https://t.co/FNebTVNbXi";negative
"6 Dugaan Penyebab Hepatitis Akut
https://t.co/yokyc38W5F";negative
"RT @KemenkesRI: #RilisSehat

6 Dugaan Penyebab Hepatitis Akut @KemenkesRI 

https://t.co/s7PgrnThIg https://t.co/bZdXqlfYHg";negative
Puan menyoroti kasus hepatitis akut anak, harga pangan selama Lebaran, dan juga pemulihan ekonomi setelah pandemi Covid-19 mereda.;negative
Puan, banyak mengangkat isu-isu kontemporer yang dihadapi negara. Seperti isu ekonomi paska Covid-19 dan juga isu hepatitis akut. Kepemimpinnya tunjukan sikap peduli pada masalah bangsa.;positive
"medsosjemarimu
Hepatitis Akut masuk Indonesia, seperti apa kasusnya? Hal ini tentu menjadi perhatian khusus pemerintah untuk mencegah penularannya.

Kunjungi: https://t.co/uJgkUnyJzZ

#hepatitis #hepatitismisterius #hepatitisakutmisterius #hepatitisakutmisterius https://t.co/3hJOB4aCyj";positive
Setelah hampir 2,5 tahun belakangan ini dunia kesehatan disibukkan dengan wabah virus Covid-19, kini masyarakat kembali dibuat waspada dengan kasus Hepatitis Akut Misterius. https://t.co/Lq0quSkgSl;negative
"RT @KallaGroup_ID: Ciri-ciri hepatitis akut pada anak seperti apa sih Kalla Friends? 

Mengingat belakangan ini penyakit tersebut tengah me…";negative
“Dengan penanganan yang tepat, kita berharap semua nyawa pasien hepatitis akut ini dapat diselamatkan,” – Puan Maharani Puan PM;positive
Puan menegaskan bahwa pemerintah harus segera menentukan protokol penanganan kasus hepatitis akut. Apalagi perkembangan penyakit tersebut tidak bisa diprediksi selain pandemi Covid-19 belum berakhir. https://t.co/Hu4myCvkBD Puan PM;positive
Pemprov Jambi Diingatkan Serius Antisipasi Hepatitis Akut Misterius https://t.co/tReUVb2VT0;negative
"Setelah hampir 2,5 tahun belakangan ini dunia kesehatan disibukkan dengan wabah virus Covid-19, kini masyarakat kembali dibuat waspada dengan kasus Hepatitis Akut Misterius.
Keywords YouTube:
Merebak hepatitis misterius
Hepatitis reaksi orang tua https://t.co/oJFBLzuxXB";negative
"Pinto Jayanegara: Jangan Sampai Kecolongan, Pemprov Jambi Harus Sigap Antisipasi Hepatitis Akut Misterius
https://t.co/WsLI831UlS

#airlanggapemersatu #airlanggahartarto #airlanggauntuksemua #hepatitismisterius #jambi #pintojayanegara";negative
Terlamat mengenali gejala hepatitis akut bisa menyebabkan perburukan kondisi. https://t.co/bwNz43jxxE;negative
Setelah hampir 2,5 tahun belakangan dunia kesehatan disibukkan dengan wabah virus Covid-19, kini masyarakat kembali dibuat waspada dengan kasus Hepatitis Akut Misterius. Masyarakat tentunya perlu mengetahui pencegahan serta prosedur penanganannya apabila hal ini perlu diwaspadai https://t.co/EceBT4ZkR8;positive
RSUP Sanglah Rawat Pasien Anak dengan Kasus Probable Hepatitis Akut https://t.co/2sHHrWXjIE;negative
Hepatitis Akut Dapat Dicegah, Waspadai Gejala Awal Ini https://t.co/KDlEWtgWpY;negative
RT @AngieHa39872455: Setelah pak Jokowi mengumumkan tak wajib pakai masker di luar ruangan, gw senang lepas masker?. Tp hipotesis itu paksa…;negative
RT @AngieHa39872455: Setelah pak Jokowi mengumumkan tak wajib pakai masker di luar ruangan, gw senang lepas masker?. Tp hipotesis itu paksa…;positive
RT @AngieHa39872455: Setelah pak Jokowi mengumumkan tak wajib pakai masker di luar ruangan, gw senang lepas masker?. Tp hipotesis itu paksa…;positive
10 Cara Mencegah Hepatitis Akut yang Rentan Menyerang Anak https://t.co/qRxWlIeWtf;positive
RT @Sanjayaarif4: @KemenkesRI Anda punya peneliti, punya ilmuan, punya alatnya, punya lab dimana mana,, tp kenapa sampai sekarang masih din…;negative
Ketua Komisi E DPRD Provinsi Jawa Timur Wara Sundari Renny Pramana menggelar sosialisasi wawasan kebangsaan di kecamatan Purwoasri, Kediri. https://t.co/N9BeaLcRa0;positive
"Simak penjelasan selengkapnya dalam diskusi FMB9 dengan judul 'Hepatitis Akut Dicegah, Sekolah PTM Aman' hanya di channel youtube FMB9ID_IKP atau klik link yang ada di bio.

#HepatitisAkut
#FMB9";negative
Penyakit hepatitis akut misterius yang semakin mengkhawatirkan. Begini kisah orangtua yang anaknya membutuhkan transplantasi hati akibat penyakit tersebut. https://t.co/QyWFDh4wJI;positive
Dinkes Kota Yogyakarta sudah rutin melakukan hygiene sanitasi di sekolah-sekolah. https://t.co/NAsGs7j552;negative
"Waspadai Varian virus Hepatitis.
Disamping belum berakhir sepenuhnya pandemi COVID-19 di Ind. Ada baiknya tetap gunakan masker, utk hindari virus COVID-19 dan virus varian baru Hepatitis, yg telah membawa banyak korban, utama.nya wilayah DKI (Jabodetabek)
https://t.co/llU827OkY7 https://t.co/nhCn7AAOTh https://t.co/MrXF7LSv1F";negative
"Merebak Hepatitis Akut Misterius, Bagaimana Reaksi Orangtua? | Blusukan Kru MMC

Setelah hampir 2,5 tahun belakangan ini dunia kesehatan disibukkan dengan wabah virus Covid-19, kini masyarakat kembali 

https://t.co/ekUy50mmS3

Jangan lupa share seluas-luasnya yaa...";negative
"Ini Alasan Adenovirus dan Covid-19 Diduga Penyebab Hepatitis Akut Misterius

#CelebritiesDotID #InfoCelebTerkini 
https://t.co/my5nXueVeR";negative
Kesaksian Orangtua Pasien Hepatitis Akut: Sang Anak Minum 56 Cairan Setiap Hari untuk Sembuh https://t.co/4p2UT9peBj;negative
RT @AngieHa39872455: Setelah pak Jokowi mengumumkan tak wajib pakai masker di luar ruangan, gw senang lepas masker?. Tp hipotesis itu paksa…;negative
"Merebak Hepatitis Akut Misterius, Bagaimana Reaksi Orangtua? | Blusukan Kru MMC

Setelah hampir 2,5 tahun belakangan ini dunia kesehatan disibukkan dengan wabah virus Covid-19, kini masyarakat kembali dibuat waspada dengan kasus Hepatitis Akut .....
https://t.co/nqxH7QpC8b https://t.co/X09dCYX9kX";positive
"Merebak Hepatitis Akut Misterius, Bagaimana Reaksi Orangtua?
Setelah hampir 2,5 tahun belakangan ini dunia kesehatan disibukkan dengan wabah virus Covid-19, kini masyarakat kembali dibuat waspada dengan kasus Hepatitis Akut Misterius. 
https://t.co/H3GzOddZa8 https://t.co/1j2sM9BYMp";negative
Kesaksian Orang Tua Pasien Hepatitis Akut: Sang Anak Minum 56 Cairan Setiap Hari untuk Sembuh https://t.co/TmIJCo87qa;negative
"Merebak Hepatitis Akut Misterius, Bgmn Reaksi Orangtua? | Blusukan Kru MMC

Stlh hmpir 2,5 th blakangn ini dunia ksehatan dsibukkan dgn wabah virus Covid-19, kini masy kmbali dibwt waspada dgn kasus Hepatitis Akut Misterius.

https://t.co/gu2GVvGmRN

Jgn lupa share seluas²y yaa.. https://t.co/aJW8RlVxdX";positive
